2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-26,974.5,979.5,970.5,971,1404900,971
2013-11-25,982,989,977.5,977.5,945200,977.5
2013-11-25,982,989,977.5,977.5,945200,977.5
